reg_code;reg_name;com_arm_code;com_arm_name;com_arm_pop_mun;com_arm_pop_cap;com_arm_pop_tot;dep_code;arrdep_code;census_year;start_year;geo_year;epci_name;epci_code;dep_name
11;Île-de-France;75106;Paris 6e Arrondissement;40525;859;41384;75;001;2018;2021;2020;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75111;Paris 11e Arrondissement;144292;832;145124;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75112;Paris 12e Arrondissement;141494;1167;142661;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75102;Paris 2e Arrondissement;20260;150;20410;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75118;Paris 18e Arrondissement;195060;1083;196143;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75101;Paris 1er Arrondissement;16545;151;16696;75;001;2015;2018;2017;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75110;Paris 10e Arrondissement;90372;464;90836;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75115;Paris 15e Arrondissement;229472;1714;231186;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75115;Paris 15e Arrondissement;233392;1786;235178;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75110;Paris 10e Arrondissement;83459;414;83873;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75116;Paris 16e Arrondissement;166014;2272;168286;75;001;2018;2021;2020;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75110;Paris 10e Arrondissement;88557;414;88971;75;001;2018;2021;2020;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75108;Paris 8e Arrondissement;36694;631;37325;75;001;2015;2018;2017;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75120;Paris 20e Arrondissement;195600;930;196530;75;001;2018;2021;2020;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75113;Paris 13e Arrondissement;183216;1635;184851;75;001;2015;2018;2017;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75103;Paris 3e Arrondissement;33402;249;33651;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75108;Paris 8e Arrondissement;35655;595;36250;75;001;2019;2022;2021;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75106;Paris 6e Arrondissement;40916;915;41831;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75115;Paris 15e Arrondissement;232144;1711;233855;75;001;2018;2021;2020;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75103;Paris 3e Arrondissement;34020;285;34305;75;001;2018;2021;2020;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75117;Paris 17e Arrondissement;166543;1432;167975;75;001;2019;2022;2021;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75108;Paris 8e Arrondissement;36808;560;37368;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75117;Paris 17e Arrondissement;165859;1425;167284;75;001;2018;2021;2020;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75104;Paris 4e Arrondissement;29064;262;29326;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75101;Paris 1er Arrondissement;16252;136;16388;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75118;Paris 18e Arrondissement;192468;820;193288;75;001;2019;2022;2021;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75105;Paris 5e Arrondissement;58379;671;59050;75;001;2018;2021;2020;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75114;Paris 14e Arrondissement;135592;976;136568;75;001;2019;2022;2021;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75106;Paris 6e Arrondissement;41100;876;41976;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75107;Paris 7e Arrondissement;51367;826;52193;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75106;Paris 6e Arrondissement;40303;868;41171;75;001;2019;2022;2021;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75109;Paris 9e Arrondissement;59629;606;60235;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75117;Paris 17e Arrondissement;166336;1429;167765;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75102;Paris 2e Arrondissement;21420;141;21561;75;001;2018;2021;2020;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75110;Paris 10e Arrondissement;91770;803;92573;75;001;2015;2018;2017;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75108;Paris 8e Arrondissement;36453;600;37053;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75109;Paris 9e Arrondissement;59555;516;60071;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75113;Paris 13e Arrondissement;180632;1227;181859;75;001;2018;2021;2020;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75103;Paris 3e Arrondissement;34788;681;35469;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75120;Paris 20e Arrondissement;195604;1280;196884;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75105;Paris 5e Arrondissement;58227;670;58897;75;001;2019;2022;2021;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75112;Paris 12e Arrondissement;139297;940;140237;75;001;2019;2022;2021;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75113;Paris 13e Arrondissement;182099;1300;183399;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75104;Paris 4e Arrondissement;27146;355;27501;75;001;2015;2018;2017;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75116;Paris 16e Arrondissement;165487;2310;167797;75;001;2015;2018;2017;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75115;Paris 15e Arrondissement;234994;2094;237088;75;001;2015;2018;2017;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75109;Paris 9e Arrondissement;59835;535;60370;75;001;2018;2021;2020;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75112;Paris 12e Arrondissement;140311;964;141275;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75120;Paris 20e Arrondissement;192120;924;193044;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75111;Paris 11e Arrondissement;146643;827;147470;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75114;Paris 14e Arrondissement;137105;1113;138218;75;001;2016;2019;2018;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75105;Paris 5e Arrondissement;58850;781;59631;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75111;Paris 11e Arrondissement;145208;820;146028;75;001;2019;2022;2021;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75104;Paris 4e Arrondissement;29131;259;29390;75;001;2019;2022;2021;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75116;Paris 16e Arrondissement;162820;2298;165118;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75120;Paris 20e Arrondissement;195814;925;196739;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75117;Paris 17e Arrondissement;167288;1449;168737;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75104;Paris 4e Arrondissement;28088;282;28370;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75102;Paris 2e Arrondissement;20900;142;21042;75;001;2017;2020;2019;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75107;Paris 7e Arrondissement;48888;793;49681;75;001;2019;2022;2021;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75117;Paris 17e Arrondissement;168533;1667;170200;75;001;2015;2018;2017;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75109;Paris 9e Arrondissement;60168;616;60784;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75102;Paris 2e Arrondissement;21130;147;21277;75;001;2020;2023;2022;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75103;Paris 3e Arrondissement;34025;281;34306;75;001;2019;2022;2021;Métropole du Grand Paris;200054781;Paris
11;Île-de-France;75111;Paris 11e Arrondissement;149834;1419;151253;75;001;2015;2018;2017;Métropole du Grand Paris;200054781;Paris
