"siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement"
"005441027,00017,00544102700017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,NEUVE,04140,SEYNE,,,04205,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,"
"005441035,00010,00544103500010,O,,NN,,,2024-03-30T15:12:35,true,1,,18,,,,RUE,PIED DE VILLE,04000,DIGNE-LES-BAINS,,,04070,,,,,040701250_B,958935.9194995185,6337771.873255632,,,,,,,,,,,,,,,1995-06-30,F,,,,,52.1B,NAF1993,N,"
"005441043,00014,00544104300014,O,1954-01-01,NN,,,2024-03-29T23:57:12,true,4,,5,,,,BOULEVARD,VICTOR HUGO,04000,DIGNE-LES-BAINS,,,04070,,,,,040701690_B,959040.2709690101,6338113.864861579,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N,"
"005441068,00011,00544106800011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,LT BLONDEAU,04120,CASTELLANE,,,04039,,,,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,38.40,NAP,N,"
"005441134,00011,00544113400011,O,,NN,,,2024-03-30T13:15:41,true,1,,42,,,,RUE,MANUEL,04400,BARCELONNETTE,,,04019,,,,,040190340_B,990743.8967252749,6372053.417994357,,,,,,,,,,,,,,,1992-11-30,F,,,,,52.1J,NAF1993,N,"
"005441159,00018,00544115900018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,QUAI,SAINT AUBAN,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,"
"005441191,00029,00544119100029,O,,NN,,,2024-03-30T04:09:11,true,1,,,,,,ALLEE,DES ERABLES,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,040490295_B,940923.0737534685,6338142.966193407,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.41,NAP,N,"
"005441233,00011,00544123300011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04370,COLMARS,,,04061,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,"
"005441241,00014,00544124100014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,QUAI,PLANTIERS,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.11,NAP,N,"
"005441266,00011,00544126600011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04270,ESTOUBLON,,,04084,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,"
"005441316,00014,00544131600014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04240,ANNOT,,,04008,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.50,NAP,N,"
"005441357,00018,00544135700018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04190,LES MEES,,,04116,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,"
"005441365,00011,00544136500011,O,,NN,,,2024-03-30T09:29:07,true,1,,4,,,,PL,DU MARCHE,04000,DIGNE-LES-BAINS,,,04070,,,,,040701020_C,,,,,,,,,,,,,,,,,1990-05-02,F,,,,,58.11,NAP,N,"
"005441373,00015,00544137300015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04360,MOUSTIERS-SAINTE-MARIE,,,04135,,,,,,,,,,,,,,,,,,,,,,1987-06-10,F,,,,,81.21,NAP,N,"
"005441399,00010,00544139900010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04170,LA MURE-ARGENS,,,04136,,,,,,,,,,,,,,,,,,,,,,1989-03-11,F,,,,,69.12,NAP,N,"
"005441407,00011,00544140700011,O,,NN,,,2024-03-30T08:19:11,true,1,,,,,,RUE,BASSE,04140,SEYNE,,,04205,,,,,042050026_C,,,,,,,,,,,,,,,,,1992-12-31,F,,,,,93.0D,NAF1993,N,"
"005441449,00013,00544144900013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04800,GREOUX-LES-BAINS,,,04094,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,"
"005441548,00012,00544154800012,O,,NN,,,2024-03-30T09:21:03,true,1,,39,,,,RUE,DE L'HUBAC,04000,DIGNE-LES-BAINS,,,04070,,,,,040700870_B,959019.3230246742,6337913.291135602,,,,,,,,,,,,,,,,F,,,,,64.49,NAP,N,"
"005441589,00016,00544158900016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,PL,DR ITARD,04700,ORAISON,,,04143,,,,,,,,,,,,,,,,,,,,,,1990-06-08,F,,,,,59.08,NAP,N,"
"005441597,00019,00544159700019,O,,NN,,,2024-03-30T05:42:32,true,1,,,,,,BOULEVARD,GASSENDI,04000,DIGNE-LES-BAINS,,,04070,,,,,040700710_B,959158.658725575,6338041.102798583,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.45,NAP,N,"
"005441613,00014,00544161300014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.44,NAP,N,"
"005441621,00017,00544162100017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04700,PUIMICHEL,,,04156,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,"
"005441662,00011,00544166200011,O,,NN,,,2024-03-30T02:53:52,true,1,,,,,,PLACE,DU MARCHE,04210,VALENSOLE,,,04230,,,,,042300220_B,939884.0538555554,6308740.752985879,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.11,NAP,N,"
"005450010,00011,00545001000011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,"
"005450051,00015,00545005100015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,QUAI,DE LA BONNETTE,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,"
"005450093,00017,00545009300017,O,1900-01-01,NN,,,2024-03-22T15:40:57,false,4,,5,,,,ALL,L GARDIOL,04500,RIEZ,,,04166,,,,,,,,,,,,,,,,,,,,,,2001-02-20,F,,,,,60.2B,NAF1993,O,"
"005450093,00025,00545009300025,O,1991-01-01,NN,,,2024-03-22T15:40:57,false,4,,,,,,QUAI,STE ANNE,04500,RIEZ,,,04166,,,,,,,,,,,,,,,,,,,,,,2010-12-31,F,,,,,45.20A,NAFRev2,N,"
"005450093,00033,00545009300033,O,2001-02-20,NN,,,2025-12-05T22:13:57,true,9,LE PASSY,,,,,AVENUE,DES THERMES,04800,GREOUX-LES-BAINS,,,04094,,,,,040940265_B,932925.206722315,6299701.38983598,,,,,,,,,,,,,,,2024-08-01,A,PASSIONNEMENT GLAMOUR,,,PASSIONNEMENT GLAMOUR,77.11A,NAFRev2,N,77.11Y"
"005450093,00041,00545009300041,O,2011-04-12,NN,,,2024-03-30T02:10:01,false,2,,36,,,,RUE,GRANDE,04800,GREOUX-LES-BAINS,,,04094,,,,,040940101_B,932197.0599565107,6299741.135202246,,,,,,,,,,,,,,,2022-02-15,F,PASSIONNEMENT GLAMOUR,,,PASSIONNEMENT GLAMOUR,47.71Z,NAFRev2,O,"
"005450093,00058,00545009300058,O,2015-02-01,NN,,,2024-03-30T02:18:06,false,3,,27,,,,RUE,GRANDE,04800,GREOUX-LES-BAINS,,,04094,,,,,040940101_B,932214.9164183927,6299744.345233857,,,,,,,,,,,,,,,2016-12-31,F,,,,,47.71Z,NAFRev2,O,"
"005450101,00026,00545010100026,O,,NN,,,2024-03-22T15:40:57,true,1,,4,,,,BD,LA FERRAGE,13860,PEYROLLES-EN-PROVENCE,,,13074,,,,,,,,,,,,,,,,,,,,,,1988-09-26,F,,,,,18.11,NAP,N,"
"005450119,00010,00545011900010,O,1986-03-24,NN,,,2024-03-22T15:40:57,false,4,,63,,,,BD,GASSENDI,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,,,,1994-12-25,F,LE GRAND CAFE,,,,92.3H,NAF1993,O,"
"005450119,00028,00545011900028,O,1994-05-01,NN,,,2024-03-22T15:40:57,true,4,ROUTE DE MARSEILLE,,,,,,SAINT CHRISTOPHE,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,,,,2021-12-01,F,,,,,70.10Z,NAFRev2,N,"
"005450119,00036,00545011900036,O,1994-05-01,NN,,,2024-03-22T15:40:57,false,7,,3,,,,BD,GASSENDI,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,,,,2021-12-01,F,,,,,56.30Z,NAFRev2,N,"
"005470018,00010,00547001800010,O,,NN,,,2024-03-30T11:33:20,true,1,,,,,,AVENUE,DU MARCHE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552280_B,292548.0182730965,6701155.909846965,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.40,NAP,N,"
"005470075,00010,00547007500010,O,,NN,,,2024-03-30T05:39:31,true,1,,13,,,,RUE,DU CENTRE,44510,LE POULIGUEN,,,44135,,,,,441350320_B,289902.2857447196,6700376.200751204,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N,"
"005470190,00017,00547019000017,O,,NN,,,2024-03-30T03:48:16,true,1,,,,,,RUE,DE KERVENEL,44490,LE CROISIC,,,44049,,,,,44049dn1fdp_B,283628.42302360316,6702149.455128196,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.12,NAP,N,"
"005470208,00017,00547020800017,O,,NN,,,2024-03-30T06:33:38,true,1,,105,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306394.8671315011,6700080.851396272,,,,,,,,,,,,,,,2000-02-05,F,,,,,64.11,NAP,N,"
"005470430,00017,00547043000017,O,,NN,,,2024-03-30T07:42:53,true,1,,2,,,,RUE,CHARLES BRUNELIERE,44570,TRIGNAC,,,44210,,,,,442100120_B,308393.95567861426,6703588.391542487,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N,"
"005470455,00014,00547045500014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LA BOSSE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.41,NAP,N,"
"005470489,00013,00547048900013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LE PONT DENYON,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,86.06,NAP,N,"
"005470620,00013,00547062000013,O,,NN,,,2024-03-30T10:13:57,true,1,,17,,,,RUE,DES CHANTIERS,44600,SAINT-NAZAIRE,,,44184,,,,,441840940_B,307738.5838792672,6700710.666355408,,,,,,,,,,,,,,,1993-03-31,F,,,,,55.4B,NAF1993,N,"
"005470653,00014,00547065300014,O,,NN,,,2024-03-30T15:24:01,true,1,,23,,,,BOULEVARD,LEON GAMBETTA,44600,SAINT-NAZAIRE,,,44184,,,,,441843760_B,305853.26264148514,6699307.348620462,,,,,,,,,,,,,,,1993-08-16,F,,,,,52.1B,NAF1993,N,"
"005470927,00020,00547092700020,O,,NN,,,2024-03-29T22:56:47,true,1,,,,,,AVENUE,DE LA FORET,44300,NANTES,,,44109,,,,,441093215_B,353972.1143382263,6692565.270608051,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.14,NAP,N,"
"005470943,00019,00547094300019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,58.03,NAP,N,"
"005470984,00013,00547098400013,O,,NN,,,2024-03-30T15:50:20,true,1,,,,,,AVENUE,DE VERA CRUZ,44600,SAINT-NAZAIRE,,,44184,,,,,441845800_B,306140.70462324616,6698577.42685419,,,,,,,,,,,,,,,1984-12-25,F,,,,,40.32,NAP,N,"
"005471065,00010,00547106500010,O,,NN,,,2024-03-22T15:40:57,true,1,,1,,,,PL,DU GENERAL D ARGENCE,44410,HERBIGNAC,,,44072,,,,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,67.04,NAP,N,"
"005471115,00013,00547111500013,O,,NN,,,2024-03-30T02:42:34,true,1,,45,,,,RUE,DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,,,44184,,,,,441844540_B,306149.10523761663,6699324.404477936,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,"
"005471214,00014,00547121400014,O,,NN,,,2024-03-30T08:38:06,true,1,,8,,,,PLACE,DE L’HOTEL DE VILLE,44260,SAVENAY,,,44195,,,,,441950660_B,327098.0013590085,6707133.285121897,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,"
"005471420,00017,00547142000017,O,,NN,,,2024-03-30T18:36:21,true,1,,,,,,BOULEVARD,DE VERDUN,44600,SAINT-NAZAIRE,,,44184,,,,,441845810_B,306828.21107671177,6698638.8800582895,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,"
"005471438,00019,00547143800019,O,,NN,,,2024-03-30T07:49:25,true,1,,,,,,,BEAULIEU,44160,PONTCHATEAU,,,44129,,,,,44129ciepmr_B,313898.17020227696,6718070.814776202,,,,,,,,,,,,,,,1995-08-31,F,,,,,70.2C,NAF1993,N,"
"005471495,00019,00547149500019,O,,NN,,,2024-03-30T08:34:52,true,1,,,,,,RUE,DE VERDUN,44260,SAVENAY,,,44195,,,,,441951500_B,327253.43211430515,6707121.428677546,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.72,NAP,N,"
"005471578,00012,00547157800012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,PL,DE L EGLISE,44130,LE GAVRE,,,44062,,,,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,67.04,NAP,N,"
"005471594,00019,00547159400019,O,,NN,,,2024-03-30T04:55:56,true,1,,,,,,PLACE,DE L'EGLISE,44530,GUENROUET,,,44068,,,,,440680054_B,327387.940368498,6724928.080642659,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.40,NAP,N,"
"005471602,00010,00547160200010,O,,NN,,,2024-03-29T23:57:03,true,1,,,,,,RUE,DE PORNICHET,44600,SAINT-NAZAIRE,,,44184,,,,,441845040_B,305316.858968562,6698272.37869516,,,,,,,,,,,,,,,1985-12-25,F,,,,,81.21,NAP,N,"
"005471628,00015,00547162800015,O,,NN,,,2024-03-30T09:59:12,true,1,,22,,,,RUE,GREGOIRE ORAIN,44460,FEGREAC,,,44057,,,,,440570048_B,321072.4128862464,6732543.074858731,,,,,,,,,,,,,,,1992-06-30,F,,,,,85.1J,NAF1993,N,"
"005471685,00015,00547168500015,O,,NN,,,2024-03-30T13:17:38,true,1,,,,,,ROUTE,DE NANTES,44160,PONTCHATEAU,,,44129,,,,,441290380_B,316974.18278246047,6715902.910880926,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N,"
"005471743,00012,00547174300012,O,,NN,,,2024-03-30T10:10:08,true,1,,,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306283.95956953056,6699592.571782289,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.12,NAP,N,"
"005471768,00019,00547176800019,O,,NN,,,2024-03-30T00:32:30,true,1,,,,,,AVENUE,DES IBIS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551760_B,292486.80545280117,6701131.595625649,,,,,,,,,,,,,,,1984-12-25,F,,,,,40.32,NAP,N,"
"005471784,00016,00547178400016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,HOTEL VILLE,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,,,,1988-08-31,F,,,,,15.8C,NAF1993,N,"
"005471800,00010,00547180000010,O,1900-01-01,NN,,,2024-03-30T18:00:20,false,4,,145,,,,AVENUE,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551380_B,292786.6751624995,6701236.895262786,,,,,,,,,,,,,,,1997-04-30,F,LA BAULE AMEUBLEMENT,,,,52.4H,NAF1993,N,"
"005471800,00028,00547180000028,O,1900-01-01,NN,,,2024-03-30T18:00:20,true,4,,,,,,ROUTE,DE LA BAULE,44350,GUERANDE,,,44069,,,,,440690166_B,291880.56220300717,6702461.229644594,,,,,,,,,,,,,,,2016-12-25,F,,,,,68.20B,NAFRev2,N,"
"005471842,00012,00547184200012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,PL,ABB CORBILLE,44130,BOUVRON,,,44023,,,,,,,,,,,,,,,,,,,,,,,F,,,,,62.44,NAP,N,"
"005471891,00019,00547189100019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,ESP BENOIT,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.46,NAP,N,"
"005471941,00012,00547194100012,O,,NN,,,2024-03-30T14:19:50,true,1,,,,,,AVENUE,DONIZETTI,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551070_B,294633.59831421165,6700352.106814397,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.06,NAP,N,"
"005471958,00016,00547195800016,O,,NN,,,2024-03-30T10:51:27,true,1,,15,,,,AVENUE,GEORGES CLEMENCEAU,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551440_B,292936.55668401974,6701348.119064698,,,,,,,,,,,,,,,1988-09-30,F,,,,,67.08,NAP,N,"
"005472014,00017,00547201400017,O,,NN,,,2024-03-30T10:42:25,true,1,,,,,,ROUTE,DE VANNES,44160,PONTCHATEAU,,,44129,,,,,441290590_B,315750.5220757051,6716708.7563100085,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.03,NAP,N,"
"005472022,00028,00547202200028,O,,NN,,,2024-03-30T12:29:23,true,1,,,,,,BOULEVARD,DES OCEANIDES,44380,PORNICHET,,,44132,,,,,441321040_B,295971.26717918064,6698886.544072039,,,,,,,,,,,,,,,1987-07-09,F,,,,,86.09,NAP,N,"
"005472063,00014,00547206300014,O,,NN,,,2024-03-30T15:09:55,true,1,,163,B,,,,MAYUN,44410,LA CHAPELLE DES MARAIS,,,44030,,,,,44030B215_C,,,,,,,,,,,,,,,,,1990-06-30,F,,,,,54.08,NAP,N,"
"005472238,00020,00547223800020,O,1900-01-01,NN,,,2024-03-30T02:14:23,true,3,,,,,,,LE BOURG,44630,PLESSE,,,44128,,,,,44128B440_C,,,,,,,,,,,,,,,,,2006-06-30,F,,,,,70.2C,NAFRev1,N,"
"005472253,00011,00547225300011,O,,NN,,,2024-03-30T03:36:36,true,1,,276,,,,AVENUE,DU MARECHAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552290_B,291433.38609329093,6700937.119264602,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N,"
"005472261,00014,00547226100014,O,,NN,,,2024-03-30T03:23:45,true,1,,,,,,,LA VILLES DAVAUD,44380,PORNICHET,,,44132,,,,,44132B294_C,,,,,,,,,,,,,,,,,1996-09-30,F,,,,,37.2Z,NAF1993,N,"
"005472683,00019,00547268300019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44530,SAINT-GILDAS-DES-BOIS,,,44161,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,"
"005472857,00019,00547285700019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44160,SAINTE-ANNE-SUR-BRIVET,,,44152,,,,,,,,,,,,,,,,,,,,,,1990-03-27,F,,,,,22.01,NAP,N,"
"005472873,00016,00547287300016,O,,NN,,,2024-03-29T23:34:26,true,1,,,,,,AVENUE,DE MAZY,44380,PORNICHET,,,44132,,,,,441320850_B,295847.63633998524,6699372.0035872385,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N,"
"005472980,00019,00547298000019,O,1954-01-01,NN,,,2025-12-05T15:51:06,true,6,,,,,,,BOURG,44360,CORDEMAIS,,,44045,,,,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N,68.20H"
"005473020,00013,00547302000013,O,,NN,,,2024-03-30T12:54:07,true,1,,10,,,,BOULEVARD,DE COURCELLES,44290,GUEMENE-PENFAO,,,44067,,,,,440670080_B,337288.9759987456,6736748.026184647,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N,"
"005473152,00048,00547315200048,O,1998-01-01,NN,,,2024-03-30T08:55:50,true,1,,3,,,,ALLEE,DE LA COLLE LONGUE,06270,VILLENEUVE-LOUBET,,,06161,,,,,06161o02y_B,1032535.3881801125,6290859.846819881,,,,,,,,,,,,,,,2001-10-04,F,,,,,70.2A,NAF1993,N,"
"005473202,00017,00547320200017,O,1900-01-01,NN,,,2024-03-30T07:06:26,false,4,,2,,,,PLACE,ARISTIDE BRIAND,44220,COUERON,,,44047,,,,,440470090_B,342357.7047415766,6689653.647185144,,,,,,,,,,,,,,,1992-12-25,F,,,,,52.2C,NAF1993,N,"
"005473202,00025,00547320200025,O,1992-05-01,NN,,,2024-03-30T06:16:50,true,4,,5,,,,RUE,DU DOCTEUR JANVIER,44220,COUERON,,,44047,,,,,440470790_B,342539.9063222302,6689643.395169584,,,,,,,,,,,,,,,2020-12-25,F,,,,,68.20B,NAFRev2,N,"
"005473244,00027,00547324400027,O,,NN,,,2024-03-30T12:41:03,true,1,,40,B,,,AVENUE,GEORGES CLEMENCEAU,44380,PORNICHET,,,44132,,,,,441320580_B,296601.2572192848,6698990.585844999,,,,,,,,,,,,,,,1997-12-29,F,,,,,70.2C,NAF1993,N,"
"005473285,00012,00547328500012,O,,NN,,,2024-03-22T15:40:57,true,1,,29,,,,RUE,DU MAINE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,1993-09-30,F,,,,,52.4Z,NAF1993,N,"
"005473327,00012,00547332700012,O,,NN,,,2024-03-30T14:46:48,true,1,,8,,,,QUAI,DE LA PETITE CHAMBRE,44490,LE CROISIC,,,44049,,,,,440492940_B,283868.1461678116,6702751.03291358,,,,,,,,,,,,,,,,F,,,,,57.07,NAP,N,"
"005473418,00019,00547341800019,O,1954-01-01,NN,,,2024-03-22T15:40:57,true,3,,,,,,LD,VILLE BERTHE,44460,FEGREAC,,,44057,,,,,,,,,,,,,,,,,,,,,,2006-05-09,F,,,,,70.2C,NAFRev1,N,"
"005473442,00019,00547344200019,O,,NN,,,2024-03-29T23:33:34,true,1,,,,,,ROUTE,DE LA COTE D'AMOUR,44600,SAINT-NAZAIRE,,,44184,,,,,441841325_B,302466.23704354063,6697433.373345453,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.30,NAP,N,"
"005473822,00038,00547382200038,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,IMP,STE ELISABETH,44260,SAVENAY,,,44195,,,,,,,,,,,,,,,,,,,,,,,F,,,,,35.01,NAP,N,"
"005473921,00012,00547392100012,O,,NN,,,2024-03-29T23:09:19,true,1,,88,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306355.3030973132,6699826.087317508,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,"
"005473939,00014,00547393900014,O,,NN,,,2024-03-30T05:02:06,true,1,,,,,,RUE,DU TRAICT,44490,LE CROISIC,,,44049,,,,,44049vosx1m_B,284014.06987687974,6702408.670803205,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.06,NAP,N,"
"005473988,00011,00547398800011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,Q ST PIERRE,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N,"
"005474200,00010,00547420000010,O,,NN,,,2024-03-30T06:44:42,true,1,,,,,,AVENUE,DE LA MONNERAYE,44410,HERBIGNAC,,,44072,,,,,44072xsxqxt_B,300000.3179235744,6718904.935016601,,,,,,,,,,,,,,,1988-06-01,F,,,,,69.12,NAP,N,"
"005474440,00012,00547444000012,O,1954-01-01,NN,,,2024-03-29T22:43:51,true,4,,31,,,,BOULEVARD,DE LA LIBERATION,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,441580920_B,338692.1084588623,6697368.7486903835,,,,,,,,,,,,,,,2003-08-31,F,,,,,70.2C,NAFRev1,N,"
"005474481,00016,00547448100016,O,,NN,,,2024-03-30T16:24:28,true,1,,71,,,,AVENUE,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,441840060_B,306148.406870245,6699499.450555428,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,"
"005474507,00018,00547450700018,O,,NN,,,2024-03-30T17:33:20,true,1,,,,,,ALL,DES PETRELS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552895_C,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.01,NAP,N,"
"005474564,00019,00547456400019,O,,NN,,,2024-03-30T11:51:37,true,1,,,,,,BOULEVARD,DE LA LIBERATION,44220,COUERON,,,44047,,,,,440471356_B,345203.726258696,6689843.243382644,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,"
"005474598,00017,00547459800017,O,,NN,,,2024-03-30T05:38:34,true,1,,8,,,,AVENUE,DES PINS,44380,PORNICHET,,,44132,,,,,441321170_B,298120.2189491972,6696501.84441494,,,,,,,,,,,,,,,1993-08-31,F,,,,,55.3A,NAF1993,N,"
"005474630,00018,00547463000018,O,,NN,,,2024-03-30T01:46:17,true,1,,32,,,,AVENUE,DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,,,44184,,,,,441842457_B,306377.5955527744,6698952.8450734345,,,,,,,,,,,,,,,1994-06-29,F,,,,,70.2C,NAF1993,N,"
"005474747,00010,00547474700010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LE DRESNY,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N,"
